isolate_id	Isolate ID	Species Sort	Isolate Sort	Realm	Subrealm	Kingdom	Subkingdom	Phylum	Subphylum	Class	Subclass	Order	Suborder	Family	Subfamily	Genus	Subgenus	Species	ICTV_ID	Exemplar or additional isolate	Virus name(s)	Virus name abbreviation(s)	Virus isolate designation	Virus GENBANK accession	Genome coverage	Genome	Host source	Accessions Link	Editor Notes	QC_status	QC_taxon_inher_molecule	QC_taxon_change	QC_taxon_proposal
1000052	VMR1000052	53	1	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Alphaherpesvirinae	Mardivirus		Mardivirus anatidalpha1	=HYPERLINK("https://ictv.global/taxonomy/taxondetails?taxnode_id=202401417&ictv_id=ICTV20115693","ICTV20115693")	E	anatid alphaherpesvirus 1; duck enteritis virus	AnAHV1; DEV	2085	JF999965	Complete genome	dsDNA	vertebrates	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/JF999965","NCBI Nucleotide")			dsDNA	same	
1000053	VMR1000053	54	1	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Alphaherpesvirinae	Mardivirus		Mardivirus columbidalpha1	=HYPERLINK("https://ictv.global/taxonomy/taxondetails?taxnode_id=202401418&ictv_id=ICTV20083040","ICTV20083040")	E	columbid alphaherpesvirus 1; pigeon herpesvirus	CoAHV1; PHV	HLJ	KX589235	Complete genome	dsDNA	vertebrates	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/KX589235","NCBI Nucleotide")			dsDNA	same	
1000054	VMR1000054	55	1	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Alphaherpesvirinae	Mardivirus		Mardivirus gallidalpha2	=HYPERLINK("https://ictv.global/taxonomy/taxondetails?taxnode_id=202401419&ictv_id=ICTV19981472","ICTV19981472")	E	gallid alphaherpesvirus 2; Marek's disease virus	GaAHV2; MDV	Md5	AF243438	Complete genome	dsDNA	vertebrates	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/AF243438","NCBI Nucleotide")			dsDNA	same	
1000055	VMR1000055	56	1	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Alphaherpesvirinae	Mardivirus		Mardivirus gallidalpha3	=HYPERLINK("https://ictv.global/taxonomy/taxondetails?taxnode_id=202401420&ictv_id=ICTV19981473","ICTV19981473")	E	gallid alphaherpesvirus 3; gallid herpesvirus 3	GaAHV3	SB-1	HQ840738	Complete genome	dsDNA	vertebrates	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/HQ840738","NCBI Nucleotide")			dsDNA	same	
1000056	VMR1000056	57	1	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Alphaherpesvirinae	Mardivirus		Mardivirus meleagridalpha1	=HYPERLINK("https://ictv.global/taxonomy/taxondetails?taxnode_id=202401421&ictv_id=ICTV19951077","ICTV19951077")	E	meleagrid alphaherpesvirus 1; turkey herpesvirus	MeAHV1; HVT	FC-126 (Burmenester)	AF291866	Complete genome	dsDNA	vertebrates	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/AF291866","NCBI Nucleotide")			dsDNA	same	
1000057	VMR1000057	58	1	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Alphaherpesvirinae	Mardivirus		Mardivirus spheniscidalpha1	=HYPERLINK("https://ictv.global/taxonomy/taxondetails?taxnode_id=202406397&ictv_id=ICTV201856397","ICTV201856397")	E	spheniscid alphaherpesvirus 1	SpAHV1	lib01004	LT608135	Complete genome	dsDNA	vertebrates	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/LT608135","NCBI Nucleotide")			dsDNA	same	
1000058	VMR1000058	59	1	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Alphaherpesvirinae	Scutavirus		Scutavirus chelonidalpha5	=HYPERLINK("https://ictv.global/taxonomy/taxondetails?taxnode_id=202401423&ictv_id=ICTV20083054","ICTV20083054")	E	chelonid alphaherpesvirus 5; fibropapilloma-associated turtle herpesvirus	ChAHV5; FPTHV	CH-651-60O9	HQ878327	Partial genome	dsDNA	vertebrates	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/HQ878327","NCBI Nucleotide")			dsDNA	same	
1000059	VMR1000059	60	1	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Alphaherpesvirinae	Scutavirus		Scutavirus testudinidalpha3	=HYPERLINK("https://ictv.global/taxonomy/taxondetails?taxnode_id=202406398&ictv_id=ICTV201856398","ICTV201856398")	E	testudinid alphaherpesvirus 3; testudinid herpesvirus 3	TeAHV3; TeHV3	1976	KM924292	Complete genome	dsDNA	vertebrates	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/KM924292","NCBI Nucleotide")			dsDNA	same	
1000060	VMR1000060	61	1	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Alphaherpesvirinae	Simplexvirus		Simplexvirus atelinealpha1	=HYPERLINK("https://ictv.global/taxonomy/taxondetails?taxnode_id=202401425&ictv_id=ICTV19951019","ICTV19951019")	E	ateline alphaherpesvirus 1; herpesvirus ateles 1	AtAHV1; HVA1	Lennette	KY385637	Complete genome	dsDNA	vertebrates	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/KY385637","NCBI Nucleotide")			dsDNA	same	
1000061	VMR1000061	62	1	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Alphaherpesvirinae	Simplexvirus		Simplexvirus bovinealpha2	=HYPERLINK("https://ictv.global/taxonomy/taxondetails?taxnode_id=202401426&ictv_id=ICTV19790328","ICTV19790328")	E	bovine alphaherpesvirus 2; bovine mammillitis virus	BoAHV2; BMV	C1Z FZR	MT862163	Complete genome	dsDNA	vertebrates	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/MT862163","NCBI Nucleotide")			dsDNA	same	
1000062	VMR1000062	63	1	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Alphaherpesvirinae	Simplexvirus		Simplexvirus cercopithecinealpha2	=HYPERLINK("https://ictv.global/taxonomy/taxondetails?taxnode_id=202401427&ictv_id=ICTV19951023","ICTV19951023")	E	cercopithecine alphaherpesvirus 2; simian agent 8	CeAHV2; SA8	B264	AY714813	Complete genome	dsDNA	vertebrates	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/AY714813","NCBI Nucleotide")			dsDNA	same	
1000063	VMR1000063	64	1	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Alphaherpesvirinae	Simplexvirus		Simplexvirus humanalpha1	=HYPERLINK("https://ictv.global/taxonomy/taxondetails?taxnode_id=202401428&ictv_id=ICTV19710176","ICTV19710176")	E	human alphaherpesvirus 1; herpes simplex virus 1	HuAHV1; HSV1	17	JN555585	Complete genome	dsDNA	vertebrates	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/JN555585","NCBI Nucleotide")			dsDNA	same	
1000064	VMR1000064	65	1	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Alphaherpesvirinae	Simplexvirus		Simplexvirus humanalpha2	=HYPERLINK("https://ictv.global/taxonomy/taxondetails?taxnode_id=202401429&ictv_id=ICTV19760237","ICTV19760237")	E	human alphaherpesvirus 2; herpes simplex virus 2	HuAHV2; HSV2	HG52	JN561323	Complete genome	dsDNA	vertebrates	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/JN561323","NCBI Nucleotide")			dsDNA	same	
1000065	VMR1000065	66	1	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Alphaherpesvirinae	Simplexvirus		Simplexvirus leporidalpha4	=HYPERLINK("https://ictv.global/taxonomy/taxondetails?taxnode_id=202401430&ictv_id=ICTV20093863","ICTV20093863")	E	leporid alphaherpesvirus 4; leporid herpesvirus 4	LeAHV4; LHV4	LHV4012612	JQ596859	Complete genome	dsDNA	vertebrates	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/JQ596859","NCBI Nucleotide")			dsDNA	same	
1000066	VMR1000066	67	1	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Alphaherpesvirinae	Simplexvirus		Simplexvirus macacinealpha1	=HYPERLINK("https://ictv.global/taxonomy/taxondetails?taxnode_id=202401431&ictv_id=ICTV19951015","ICTV19951015")	E	macacine alphaherpesvirus 1; B-virus	McAHV1; BV	E2490	AF533768	Complete genome	dsDNA	vertebrates	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/AF533768","NCBI Nucleotide")			dsDNA	same	
1000067	VMR1000067	68	1	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Alphaherpesvirinae	Simplexvirus		Simplexvirus macacinealpha2	=HYPERLINK("https://ictv.global/taxonomy/taxondetails?taxnode_id=202408779&ictv_id=ICTV202008779","ICTV202008779")	E	macacine alphaherpesvirus 2; lion-tailed macaque herpesvirus 1	McAHV2	8100812	KY628968	Complete genome	dsDNA	vertebrates	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/KY628968","NCBI Nucleotide")			dsDNA	same	
1000068	VMR1000068	69	1	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Alphaherpesvirinae	Simplexvirus		Simplexvirus macacinealpha3	=HYPERLINK("https://ictv.global/taxonomy/taxondetails?taxnode_id=202408780&ictv_id=ICTV202008780","ICTV202008780")	E	macacine alphaherpesvirus 3; pig-tailed macaque herpesvirus 1	McAHV3	KQ	KY628970	Complete genome	dsDNA	vertebrates	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/KY628970","NCBI Nucleotide")			dsDNA	same	
1000069	VMR1000069	70	1	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Alphaherpesvirinae	Simplexvirus		Simplexvirus macropodidalpha1	=HYPERLINK("https://ictv.global/taxonomy/taxondetails?taxnode_id=202401432&ictv_id=ICTV20041256","ICTV20041256")	E	macropodid alphaherpesvirus 1; Parma wallaby herpesvirus	MaAHV1	MaHV1.3076/08	KT594769	Complete genome	dsDNA	vertebrates	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/KT594769","NCBI Nucleotide")			dsDNA	same	
1000070	VMR1000070	71	1	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Alphaherpesvirinae	Simplexvirus		Simplexvirus macropodidalpha2	=HYPERLINK("https://ictv.global/taxonomy/taxondetails?taxnode_id=202401433&ictv_id=ICTV20041257","ICTV20041257")	E	macropodid alphaherpesvirus 2; Dorcopsis wallaby herpesvirus	MaAHV2	V3077/08	MT900475	Complete genome	dsDNA	vertebrates	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/MT900475","NCBI Nucleotide")			dsDNA	same	
1000071	VMR1000071	72	1	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Alphaherpesvirinae	Simplexvirus		Simplexvirus macropodidalpha4	=HYPERLINK("https://ictv.global/taxonomy/taxondetails?taxnode_id=202414015&ictv_id=ICTV202214015","ICTV202214015")	E	macropodid alphaherpesvirus 4	MaAHV4	V3116/09	MT900474	Complete genome	dsDNA	vertebrates	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/MT900474","NCBI Nucleotide")			dsDNA	same	
1000072	VMR1000072	73	1	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Alphaherpesvirinae	Simplexvirus		Simplexvirus paninealpha3	=HYPERLINK("https://ictv.global/taxonomy/taxondetails?taxnode_id=202401434&ictv_id=ICTV20150869","ICTV20150869")	E	panine alphaherpesvirus 3; chimpanzee herpesvirus	PnAHV3; ChHV	105640	JQ360576	Complete genome	dsDNA	vertebrates	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/JQ360576","NCBI Nucleotide")			dsDNA	same	
1000073	VMR1000073	74	1	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Alphaherpesvirinae	Simplexvirus		Simplexvirus papiinealpha2	=HYPERLINK("https://ictv.global/taxonomy/taxondetails?taxnode_id=202401435&ictv_id=ICTV19990975","ICTV19990975")	E	papiine alphaherpesvirus 2; herpesvirus papio 2	PaAHV2; HPV2	X313	DQ149153	Complete genome	dsDNA	vertebrates	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/DQ149153","NCBI Nucleotide")			dsDNA	same	
1000074	VMR1000074	75	1	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Alphaherpesvirinae	Simplexvirus		Simplexvirus pteropodidalpha1	=HYPERLINK("https://ictv.global/taxonomy/taxondetails?taxnode_id=202406395&ictv_id=ICTV201856395","ICTV201856395")	E	pteropodid alphaherpesvirus 1; fruit bat alphaherpesvirus 1	PtHAV1; FBAHV1		AB825953	Complete genome	dsDNA	vertebrates	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/AB825953","NCBI Nucleotide")			dsDNA	same	
1000075	VMR1000075	76	1	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Alphaherpesvirinae	Simplexvirus		Simplexvirus pteropodidalpha2	=HYPERLINK("https://ictv.global/taxonomy/taxondetails?taxnode_id=202414016&ictv_id=ICTV202214016","ICTV202214016")	E	pteropodid alphaherpesvirus 2; Pteropus lylei-associated alphaherpesvirus	PtAHV2; PLAHV		LC492974	Complete genome	dsDNA	vertebrates	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/LC492974","NCBI Nucleotide")			dsDNA	same	
1000076	VMR1000076	77	1	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Alphaherpesvirinae	Simplexvirus		Simplexvirus saimiriinealpha1	=HYPERLINK("https://ictv.global/taxonomy/taxondetails?taxnode_id=202401436&ictv_id=ICTV19951036","ICTV19951036")	E	saimiriine alphaherpesvirus 1; herpesvirus saimiri 1	SaAHV1; HVS1	MV 5-4	HM625781	Complete genome	dsDNA	vertebrates	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/HM625781","NCBI Nucleotide")			dsDNA	same	
1000077	VMR1000077	78	1	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Alphaherpesvirinae	Varicellovirus		Varicellovirus bovinealpha1	=HYPERLINK("https://ictv.global/taxonomy/taxondetails?taxnode_id=202401440&ictv_id=ICTV19870546","ICTV19870546")	E	bovine alphaherpesvirus 1; infectious bovine rhinotracheitis virus	BoAHV1; IBRV	Cooper/NVSL challenge 97-11	JX898220	Complete genome	dsDNA	vertebrates	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/JX898220","NCBI Nucleotide")			dsDNA	same	
1000078	VMR1000078	79	1	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Alphaherpesvirinae	Varicellovirus		Varicellovirus bovinealpha5	=HYPERLINK("https://ictv.global/taxonomy/taxondetails?taxnode_id=202401441&ictv_id=ICTV19951020","ICTV19951020")	E	bovine alphaherpesvirus 5; bovine encephalitis herpesvirus	BoAHV5	SV507/99	AY261359	Complete genome	dsDNA	vertebrates	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/AY261359","NCBI Nucleotide")			dsDNA	same	
1000079	VMR1000079	80	1	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Alphaherpesvirinae	Varicellovirus		Varicellovirus bubalinealpha1	=HYPERLINK("https://ictv.global/taxonomy/taxondetails?taxnode_id=202401442&ictv_id=ICTV19990982","ICTV19990982")	E	bubaline alphaherpesvirus 1; water buffalo herpesvirus	BuAHV1	b6	KU936049	Complete genome	dsDNA	vertebrates	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/KU936049","NCBI Nucleotide")			dsDNA	same	
1000080	VMR1000080	81	1	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Alphaherpesvirinae	Varicellovirus		Varicellovirus canidalpha1	=HYPERLINK("https://ictv.global/taxonomy/taxondetails?taxnode_id=202401443&ictv_id=ICTV19951021","ICTV19951021")	E	canid alphaherpesvirus 1; canine herpesvirus	CaAHV1; CHV	194	KT819633	Complete genome	dsDNA	vertebrates	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/KT819633","NCBI Nucleotide")			dsDNA	same	
1000081	VMR1000081	82	1	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Alphaherpesvirinae	Varicellovirus		Varicellovirus caprinealpha1	=HYPERLINK("https://ictv.global/taxonomy/taxondetails?taxnode_id=202401444&ictv_id=ICTV19951022","ICTV19951022")	E	caprine alphaherpesvirus 1; goat herpesvirus	CpAHV1	E/CH	MG989243	Complete genome	dsDNA	vertebrates	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/MG989243","NCBI Nucleotide")			dsDNA	same	
1000082	VMR1000082	83	1	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Alphaherpesvirinae	Varicellovirus		Varicellovirus cercopithecinealpha9	=HYPERLINK("https://ictv.global/taxonomy/taxondetails?taxnode_id=202401445&ictv_id=ICTV19951026","ICTV19951026")	E	cercopithecine alphaherpesvirus 9; simian varicella virus	CeAHV9; SVV	Delta	AF275348	Complete genome	dsDNA	vertebrates	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/AF275348","NCBI Nucleotide")			dsDNA	same	
1000083	VMR1000083	84	1	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Alphaherpesvirinae	Varicellovirus		Varicellovirus cervidalpha1	=HYPERLINK("https://ictv.global/taxonomy/taxondetails?taxnode_id=202401446&ictv_id=ICTV19951027","ICTV19951027")	E	cervid alphaherpesvirus 1; red deer herpesvirus	CvAHV1	Anlier	MH036942	Complete genome	dsDNA	vertebrates	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/MH036942","NCBI Nucleotide")			dsDNA	same	
1000084	VMR1000084	85	1	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Alphaherpesvirinae	Varicellovirus		Varicellovirus cervidalpha2	=HYPERLINK("https://ictv.global/taxonomy/taxondetails?taxnode_id=202401447&ictv_id=ICTV19951028","ICTV19951028")	E	cervid alphaherpesvirus 2; reindeer herpesvirus	CvAHV2	Norway	MH036943	Complete genome	dsDNA	vertebrates	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/MH036943","NCBI Nucleotide")			dsDNA	same	
1000085	VMR1000085	86	1	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Alphaherpesvirinae	Varicellovirus		Varicellovirus cervidalpha3	=HYPERLINK("https://ictv.global/taxonomy/taxondetails?taxnode_id=202409143&ictv_id=ICTV202009143","ICTV202009143")	E	cervid alphaherpesvirus 3; elk herpesvirus	CvAHV3	Canada	MH036941	Partial genome	dsDNA	vertebrates	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/MH036941","NCBI Nucleotide")			dsDNA	same	
1000086	VMR1000086	87	1	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Alphaherpesvirinae	Varicellovirus		Varicellovirus equidalpha1	=HYPERLINK("https://ictv.global/taxonomy/taxondetails?taxnode_id=202401448&ictv_id=ICTV19790331","ICTV19790331")	E	equid alphaherpesvirus 1; equine abortion virus	EqAHV1; EAV	Ab4	AY665713	Complete genome	dsDNA	vertebrates	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/AY665713","NCBI Nucleotide")			dsDNA	same	
1000087	VMR1000087	88	1	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Alphaherpesvirinae	Varicellovirus		Varicellovirus equidalpha3	=HYPERLINK("https://ictv.global/taxonomy/taxondetails?taxnode_id=202401449&ictv_id=ICTV20041268","ICTV20041268")	E	equid alphaherpesvirus 3; equine coital exanthema virus	EqAHV3	AR/2007/C3A	KM051845	Complete genome	dsDNA	vertebrates	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/KM051845","NCBI Nucleotide")			dsDNA	same	
1000088	VMR1000088	89	1	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Alphaherpesvirinae	Varicellovirus		Varicellovirus equidalpha4	=HYPERLINK("https://ictv.global/taxonomy/taxondetails?taxnode_id=202401450&ictv_id=ICTV19870548","ICTV19870548")	E	equid alphaherpesvirus 4; equine rhinopneumonitis virus	EqAHV4	NS80567	AF030027	Complete genome	dsDNA	vertebrates	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/AF030027","NCBI Nucleotide")			dsDNA	same	
1000089	VMR1000089	90	1	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Alphaherpesvirinae	Varicellovirus		Varicellovirus equidalpha6	=HYPERLINK("https://ictv.global/taxonomy/taxondetails?taxnode_id=202414017&ictv_id=ICTV202214017","ICTV202214017")	E	equid alphaherpesvirus 6; asinine herpesvirus 1	EqAHV6; AsHV1	AsHV/Bari/2011/740	MT012704	Complete genome	dsDNA	vertebrates	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/MT012704","NCBI Nucleotide")			dsDNA	same	
1000090	VMR1000090	91	1	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Alphaherpesvirinae	Varicellovirus		Varicellovirus equidalpha8	=HYPERLINK("https://ictv.global/taxonomy/taxondetails?taxnode_id=202401451&ictv_id=ICTV19951031","ICTV19951031")	E	equid alphaherpesvirus 8; asinine herpesvirus 3	EqAHV8	EHV-8/IR/2003/19	MF431611	Complete genome	dsDNA	vertebrates	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/MF431611","NCBI Nucleotide")			dsDNA	same	
1000091	VMR1000091	92	1	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Alphaherpesvirinae	Varicellovirus		Varicellovirus equidalpha9	=HYPERLINK("https://ictv.global/taxonomy/taxondetails?taxnode_id=202401452&ictv_id=ICTV19990991","ICTV19990991")	E	equid alphaherpesvirus 9; gazelle herpesvirus	EqAHV9	P19	AP010838	Complete genome	dsDNA	vertebrates	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/AP010838","NCBI Nucleotide")			dsDNA	same	
1000092	VMR1000092	93	1	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Alphaherpesvirinae	Varicellovirus		Varicellovirus felidalpha1	=HYPERLINK("https://ictv.global/taxonomy/taxondetails?taxnode_id=202401453&ictv_id=ICTV19951032","ICTV19951032")	E	felid alphaherpesvirus 1; feline viral rhinotracheitis virus	FeAHV1; FVRV	C-27	FJ478159	Complete genome	dsDNA	vertebrates	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/FJ478159","NCBI Nucleotide")			dsDNA	same	
1000093	VMR1000093	94	1	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Alphaherpesvirinae	Varicellovirus		Varicellovirus humanalpha3	=HYPERLINK("https://ictv.global/taxonomy/taxondetails?taxnode_id=202401454&ictv_id=ICTV19840518","ICTV19840518")	E	human alphaherpesvirus 3; varicella-zoster virus	HuAHV3; VZV	Dumas	X04370	Complete genome	dsDNA	vertebrates	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/X04370","NCBI Nucleotide")			dsDNA	same	
1000094	VMR1000094	95	1	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Orthoherpesviridae	Alphaherpesvirinae	Varicellovirus		Varicellovirus monodontidalpha1	=HYPERLINK("https://ictv.global/taxonomy/taxondetails?taxnode_id=202406396&ictv_id=ICTV201856396","ICTV201856396")	E	monodontid alphaherpesvirus 1; beluga whale alphaherpesvirus 1	MoAHV1	LN3131-1	MF678601	Complete genome	dsDNA	vertebrates	=HYPERLINK("https://www.ncbi.nlm.nih.gov/nuccore/MF678601","NCBI Nucleotide")			dsDNA	same	
